German,English
gratulieren ,to congratulate
schwager ,brother in law
violet ,violet
infos ,Info
föderation ,federation
dose ,can
wärme ,warmth
erschienen ,appeared
magazin ,magazine
klemme ,clamp
schenkt ,bestows
min ,min
wars ,wars
verstoßen ,offend
nicholas ,nicholas
georgia ,Georgia
kräftig ,strongly
herzens ,heart
mel ,mel
nachbarin ,neighbor
igitt ,ugh
formel ,formula
bro ,bro
hervor ,out
wohnwagen ,caravan
wegwerfen ,throw away
spinne ,spider
tumor ,tumor
bezahlung ,pay
päckchen ,parcel
grob ,rough
nagel ,nail
donovan ,donovan
starren ,stare
vertreiben ,to evict
wirkst ,workest
traust ,dare
heiratete ,married
take ,take
neuesten ,latest
e-mails ,e-mails
gitter ,grid
blocks ,blocks
erobern ,conquer
gin ,gin
spinnen ,be crazy
gestalt ,shape
liter ,liter
patty ,patty
drew ,drew
illusion ,illusion
plaudern ,chat
schneidet ,cuts
welle ,wave
samuel ,samuel
haft ,detention
seltsamen ,strange
spannung ,tension
knallt ,bangs
zurückzukehren ,to return
bestimmung ,determination
tresor ,safe
amber ,ambergris
verfluchten ,accursed
fischer ,fisherman
verluste ,losses
lehre ,teaching
jenna ,jenna
revolver ,revolver
schrott ,scrap metal
verbringt ,spends
state ,state
wähle ,select
films ,films
vorhang ,curtain
mitspielen ,play along
erregt ,excited
arbeiteten ,worked
aufgelöst ,disbanded
überlass ,let on
trag ,contract
überein ,agreement
unterrichtet ,informed
ungewöhnliches ,unusual
eve ,eve
lagerhaus ,storehouse
raub ,robbery
visionen ,visions
firmen ,company
liv ,liv
verhandlungen ,negotiations
fickt ,fucks
verdorben ,corrupted
produktion ,production
füreinander ,for each other
krankheiten ,Diseases
reggie ,reggie
jeanne ,jeanne
schräg ,aslant
belle ,belle
bluten ,blossoms
meinten ,thought
beamten ,officials
h. ,H.
bereden ,discuss
claudia ,claudia
einmischen ,interfere
ärsche ,freepain
futter ,feed
verknallt ,Crush
muschi ,pussy
beschuldigen ,accuse
aktien ,shares
harrison ,harrison
scheißer ,bugger
sexuell ,sexually
kinderspiel ,child's play
torres ,torres
magische ,magic
dummheit ,stupidity
gezahlt ,paid
bewegungen ,movements
karre ,cart
abziehen ,pull it off
bedarf ,requirement
üblichen ,usual
umgelegt ,apportioned
inhalt ,content
dankbarkeit ,gratitude
peng ,peng
herkommt ,coming
geehrt ,honored
träumte ,dreamed
make-up ,make up
verhört ,interrogated
messe ,fair
anwesen ,estate
deutscher ,German
saubere ,clean
gebete ,prayers
pommes ,French fries
toni ,toni
lande ,country
ruht ,rests
anerkennung ,recognition
wunderbaren ,wonderful
galaxie ,galaxy
vermutung ,guess
inklusive ,included
überwachung ,monitoring
unabhängig ,independently
brien ,brien
fernhalten ,keep away
statue ,statue
bestätigung ,confirmation
dawn ,dawn
finale ,final
verzweiflung ,Despair
gewährt ,granted
deprimiert ,depressed
erteilen ,To give
colin ,colin
rahmen ,frame
durchgedreht ,haywire
erteilt ,granted
fotze ,cunt
fehlte ,missing
verlorene ,lost
kanonen ,cannons
kansas ,Kansas
klub ,club
britischen ,British
aufzubauen ,build
jubeln ,to cheer
ausgelöscht ,extinguished
marianne ,marianne
stu ,stu
servieren ,serve
weltweit ,worldwide
fotografieren ,taking photos
niederlage ,defeat
zehen ,toes
schwächen ,weaknesses
sternen ,sternen
sheila ,sheila
bemühen ,endeavor
logik ,logic
stillen ,breast-feed
bellows ,bellows
todesursache ,cause of death
beschaffen ,procure
abgezogen ,withdrawn
klassische ,classical
außergewöhnlich ,out of the ordinary
gruppen ,groups
schwarzes ,black
durchhalten ,keep up
lm ,lm
weitergeht ,continues
kooperieren ,cooperate
mächtigen ,powerful
greif ,gripping
mehreren ,more
verschwindest ,disappear
forderungen ,requirements
anfall ,applicable
klare ,clear
teresa ,teresa
wunderschönen ,beautiful
bestehe ,there is
verkaufte ,sold
aufeinander ,on each other
garcia ,garcia
hässliche ,ugly
großem ,great
mitbekommen ,realize
gate ,gate
saul ,Saul
ingenieur ,engineer
campbell ,campbell
andenken ,souvenir
eintreten ,enter
kämpfte ,fought
zustimmung ,approval
besagt ,said
roter ,red
flamme ,flame
aufzuhören ,quit
dokument ,document
bishop ,bishop
schuhen ,shoes
timmy ,timmy
simone ,simone
federn ,feathers
paps ,dad
auswendig ,by heart
bundy ,bundy
spezielle ,specific
experimente ,experiments
szenen ,scenes
gezählt ,counted
pfannkuchen ,pancakes
hase ,Hare
highway ,highway
aufenthalt ,stay
bennett ,bennett
devon ,devon
polly ,polly
verstecke ,hide
summen ,buzz
blutung ,bleeding
more ,more
heidi ,heidi
hilflos ,helpless
staatsanwaltschaft ,Public prosecutor
ehrlichkeit ,honesty
messen ,measure up
mächtige ,powerful
stur ,stubborn
ringe ,rings
weiterleben ,live on
aufspüren ,track down
keks ,biscuit
rückgängig ,undone
fünfte ,fifth
netflix ,netflix
mieten ,rent
speziell ,specially
neugier ,curiosity
nägel ,nails
ausgefallen ,fancy
glen ,glen
yes ,yes
verstorbenen ,deceased
verkleidet ,dressed
entdeckung ,discovery
rauche ,smoker
betteln ,beg
blond ,blond
cam ,cam
gilbert ,gilbert
burt ,burt
weggegangen ,gone
nutze ,use
gütiger ,kindly
abgebrochen ,canceled
herkunft ,origin
annahme ,adoption
wirfst ,throw
gestank ,stink
hintertür ,back door
truthahn ,Turkey
gefüllt ,filled
bereithalten ,keep ready
vorhat ,intends
eleanor ,eleanor
touristen ,tourists
fordere ,call
tagsüber ,during the day
feucht ,wet
jeans ,Jeans
befragung ,survey
abgelaufen ,expired
picard ,picard
fu ,fu
wunderbarer ,wonderful
depp ,douchebag
hüte ,heed
israel ,Israel
ausschau ,ausschau
kreischt ,yells
bellen ,bark
manipulieren ,manipulate
studie ,study
heinrich ,Heinrich
knurren ,growl
busch ,bush
abwesenheit ,absence
reitet ,rode
komplizierter ,complicated
traut ,familiar
bestellung ,Order
tatsachen ,facts
heiligkeit ,holiness
back ,back
jahrhunderts ,century
verglichen ,compared
sehnsucht ,nostalgia
überredet ,persuaded
demokratie ,democracy
ranger ,ranger
empfehle ,recommend
schalt ,switching
gevögelt ,shagged
young ,young
ra ,ra
silver ,silver
kräften ,forces
rauszukommen ,get out
schäden ,damage
aggressiv ,aggressive
ausleihen ,borrow
bella ,bella
schlucken ,to swallow
wesentlich ,essential
ca. ,approximately
satan ,Satan
erben ,inherit
police ,policy
horn ,horn
lebende ,living
schmutzige ,dirty
eiskalt ,freezing
sirene ,siren
birthday ,birthday
ritual ,ritual
ira ,ira
pflanze ,plant
stürzt ,crashes
reynolds ,reynolds
investiert ,invested
bernie ,bernie
marilyn ,marilyn
formen ,to form
freundchen ,buster
politischen ,political
freigelassen ,released
lionel ,lionel
rausgeworfen ,kicked out
verprügeln ,beat up
bescheiden ,modest
garderobe ,wardrobe
streifen ,streak
rausgekommen ,came out
jodi ,jodi
voneinander ,from one another
wirt ,host
kasten ,box
zeichnen ,to draw
backen ,to bake
scheitern ,fail
francs ,francs
jon ,jon
salon ,salon
medikament ,drug
demnächst ,soon
geboten ,necessary
spike ,spike
auslösen ,trigger
pferden ,horses
lebensmittel ,Food
ruhiger ,quiet
durchsuchungsbefehl ,search warrant
allmählich ,gradually
benommen ,dazed
adieu ,Adieu
fragten ,asked
vortrag ,lecture
amerikas ,america
sherry ,sherry
och ,och
oui ,oui
erpressen ,blackmail
flittchen ,hussy
zähnen ,tooth
u-boot ,submarine
daniels ,daniels
endete ,ended
ängstlich ,scared
she ,she
as ,as
durchbruch ,breakthrough
dorothy ,dorothy
wiederhaben ,have again
schrecklicher ,terrible
model ,model
besitze ,own
sorg ,sorg
sophia ,sophia
sullivan ,sullivan
chor ,Choir
zuschlagen ,strike
schere ,scissors
kampagne ,campaign
jax ,jax
verrücktes ,crazy
gestartet ,started
reinigen ,clean
stoppt ,stops
lucky ,lucky
quälen ,torment
berufung ,vocation
luis ,luis
knöchel ,ankle
zeitplan ,Time schedule
zerbrochen ,broken
verfluchter ,accursed
weichei ,weichei
jegliche ,any
versuchung ,temptation
shelby ,shelby
beitrag ,contribution
picknick ,picnic
argument ,argument
reiner ,pure
flüstern ,to whisper
dummheiten ,foolery
meile ,mile
hamburger ,hamburger
kontaktiert ,contacted
spione ,spies
fähnrich ,ensign
erinnerte ,recalled
türklingel ,door bell
henri ,henri
dynamit ,dynamite
organe ,organs
fell ,fur
sonnenschein ,sunshine
archie ,archie
lache ,laugh
elisabeth ,elisabeth
aufgelegt ,hung up
bräutigam ,groom
chinesische ,Chinese
monats ,month
shakespeare ,shakespeare
verrät ,reveals
drunter ,underneath
schottland ,Scotland
drohung ,threat
wa ,wa
wende ,turn
gefoltert ,tortured
erwachsener ,adult
einzigartig ,unique
briten ,British
profis ,professionals
mon ,mon
übertreiben ,exaggerate
ressourcen ,resources
bischof ,bishop
nationale ,national
ausstehen ,stand
geschwister ,siblings
mountain ,mountain
zurücktreten ,step back
avery ,avery
roberts ,roberts
axt ,Axe
hugh ,hugh
händler ,dealer
ägypten ,Egypt
überdenken ,rethink
ludwig ,ludwig
fiona ,fiona
warme ,warmth
joel ,joel
konzentrier ,concentrating
del ,del
dampf ,steam
missbraucht ,abused
loyal ,loyal
wurzeln ,root
aufhängen ,hanging
wurm ,worm
kathy ,Kathy
kerze ,candle
bereue ,regret
loslegen ,getting started
o.k. ,OK.
fingen ,started
besatzung ,crew
dog ,dog
klüger ,smarter
zugestoßen ,happened
befürchten ,fear
folgende ,the following
schmerzhaft ,painful
jody ,jody
beschrieben ,described
zittern ,tremble
standpunkt ,position
visier ,visor
rang ,rank
phoenix ,Phoenix
wesley ,wesley
herausfindet ,finds
schaute ,looked
theoretisch ,theoretically
if ,if
chan ,chan
beutel ,bag
drängen ,press
schlimmen ,bad
klient ,client
hängst ,hang
veranda ,veranda
pam ,pam
jüngste ,youngest
strahlung ,radiation
betrügt ,cheating
unendlich ,infinitely
gedichte ,poetry
sven ,sven
irene ,irene
gereist ,traveled
schiss ,funk
benimmst ,behave
schwangerschaft ,pregnancy
subcentral ,subcentral
kopien ,copies
infrage ,questioned
zweifeln ,doubt
nonne ,nun
müsse ,must
juliette ,juliette
richtet ,directed
lecken ,lick
feuerwerk ,Fireworks
neueste ,latest
geistes ,humanities
verletzten ,injured
abwechslung ,variety
ausgeführt ,accomplished
kleingeld ,small change
evans ,evans
gelegentlich ,occasionally
denise ,denise
braten ,roast meat
angelegt ,created
artie ,artie
corporal ,corporal
entsteht ,created
rogers ,rogers
herzschlag ,Heartbeat
glücklicherweise ,fortunately
heilung ,cure
cäsar ,Caesar
angeklagten ,accused
profit ,profit
brüllen ,roar
verschieden ,different
münzen ,coin
hinterlässt ,leaves
königlichen ,royal
stadtrat ,City council
pressekonferenz ,press conference
nich ,nich
geschaut ,looked
zugegeben ,added
end ,end
komisches ,odd one
regie ,direction
merk ,remember
boote ,boats
verbrennt ,burns
allergisch ,allergic
schweizer ,Swiss
verdächtiger ,suspicious
gasse ,alley
tussi ,tussi
befürchtet ,feared
reite ,ride
außerirdische ,alien
ehemaliger ,former
radar ,radar
gestattet ,allows
gefecht ,battle
angeschaut ,watched
gedient ,served
pension ,pension
strich ,stroke
lippenstift ,lipstick
stab ,Rod
außerirdischen ,alien
termine ,Events
maler ,painter
verweigert ,denied
boxer ,boxer
vorteile ,advantages
ausstellung ,exhibition
tragisch ,tragic
rasch ,quickly
oberste ,top
polizistin ,policewoman
windeln ,diapers
detroit ,Detroit
arizona ,Arizona
universums ,universe
aufheben ,cancel
narben ,scar
fleißig ,diligent
freizeit ,leisure
elegant ,elegant
dolch ,dagger
sloan ,sloan
eindringen ,penetration
auszeit ,time-out
internationalen ,international
fielen ,fell
weggeworfen ,thrown away
vergeuden ,waste
blätter ,leaves
blass ,pale
konzept ,concept
look ,look
keineswegs ,by no means
faden ,thread
kleinste ,least
geschrien ,screamed
ertrunken ,drowned
blase ,bladder
treffpunkt ,meeting point
schrift ,font
mathe ,maths
royal ,royal
evelyn ,evelyn
britische ,British
körperlich ,physically
konzentration ,concentration
schaltet ,switches
draht ,wire
at ,at
älteste ,oldest
höhere ,higher
gerannt ,run
tower ,tower
gedrückt ,depressed
reinigung ,cleaning
fordert ,urges
ideale ,ideal
stiehlt ,steals
money ,money
eiern ,wobble
dritter ,third
züge ,Trains
optionen ,options
ge ,ge
roland ,roland
ersticken ,smother
farmer ,farmer
batterie ,battery
obst ,fruit
badewanne ,bathtub
manches ,many
droge ,drug
übertragung ,transmission
enge ,close
nickerchen ,nap
juhu ,yay
cora ,cora
lungen ,payments
öffnete ,opened
abschneiden ,cut off
valentine ,valentine
hierbei ,in this connection
sorgst ,worry
phillip ,phillip
schaffte ,managed
omar ,omar
anfänger ,Beginner
gen ,gene
ungerecht ,unfairly
reue ,contrition
two ,two
rhythmus ,rhythm
kündige ,announce
mitgehen ,go along
siegel ,seal
moore ,moore
stechen ,sting
baue ,build
prostituierte ,prostitute
heller ,brighter
umgehend ,immediately
hoffnungslos ,hopeless
checken ,check
drücke ,press
wong ,wong
merkwürdige ,strange
valley ,valley
brandy ,brandy
gelbe ,yellow
nützen ,benefit
venedig ,Venice
gideon ,gideon
lernten ,learned
benimmt ,behave
georg ,georg
mächtiger ,powerful
genutzt ,utilized
verzieh ,pardoned
schüssel ,bowl
dreckigen ,dirty
wiegt ,weighs
kg ,kg
abraham ,abraham
seltsamer ,strange
hiervon ,hereof
beraten ,to advise
schienen ,rails
wirkliche ,real
träumt ,dreams
versprech ,promise
ideal ,ideal
norma ,norma
sire ,sire
marschieren ,march
mitbewohner ,roommate
verlobung ,engagement
mio. ,million.
funken ,spark
gleichfalls ,Likewise
geringsten ,slightest
empfange ,receive
führten ,led
ex-frau ,ex wife
gelben ,yellow
lach ,laughing
vereinbart ,agreed
kimmy ,kimmy
prügel ,beating
läuten ,ring
anzugreifen ,attack
balkon ,balcony
fran ,fran
flüchten ,flee
umkehren ,turning back
ansieht ,look
rechtfertigen ,justify
belügen ,lie to
verdächtigt ,suspected
begannen ,started
snow ,snow
oskar ,oskar
englischen ,English
inspiriert ,inspired
murray ,murray
shirt ,shirt
erlaube ,permit
ertrinken ,drown
sorgfältig ,careful
spuck ,spitting
eingetroffen ,arrived
chang ,chang
lynette ,lynette
feine ,fine
home ,home
grosse ,size
schickten ,sent
überreste ,remains
how ,how
garantiere ,guarantee
unerträglich ,unbearable
vorerst ,for the time being
yale ,yale
verirrt ,lost
überstanden ,survived
harriet ,harriet
liga ,league
wertlos ,worthless
marvin ,marvin
gottverdammt ,goddamn
gesammelt ,collected
kanntest ,knew
bezeichnet ,designated
beantworte ,answer
baltimore ,Baltimore
shirley ,shirley
connie ,connie
netzwerk ,network
moses ,Moses
entstehen ,arise
ingalls ,ingalls
lauten ,ring
fasziniert ,Charmed
tvuser ,tvuser
ehrliche ,honestly
akademie ,academy
grünes ,green
branche ,business
rudy ,rudy
soße ,sauce
situationen ,situations
entführer ,hijacker
ewigen ,everlasting
erzeugt ,generated
fünften ,fifth
dtv ,dtv
registriert ,registered
basketball ,basketball
abgesetzt ,discontinued
irgendwelchen ,any
vorsitzender ,chairman
bedürfnisse ,needs
suite ,suite
mhm-hm ,mhm-hm
regieren ,govern
barkeeper ,barkeeper
ausgemacht ,turned off
fritz ,fritz
dateien ,Files
dixon ,dixon
gegründet ,founded
wolke ,cloud
wall ,rampart
umgang ,handling
schenk ,gift
festen ,firm
erziehung ,education
agentin ,agent
marines ,marines
hasen ,Rabbits
institut ,institute
mittleren ,middle
hingerichtet ,executed
lenken ,to steer
angewiesen ,reliant
überlebende ,survivor
bass ,bass
pearl ,pearl
lahm ,lame
basiert ,is based
rasieren ,shave
angeordnet ,disposed
gewalttätig ,violent
untergang ,downfall
flach ,flat
autogramm ,autograph
schwule ,gay
kompanie ,company
casino ,casino
solches ,such
sackgasse ,dead end
einbrecher ,housebreaker
stehenbleiben ,stop
erwartungen ,expectations
flüssigkeit ,liquid
erraten ,guess
verkaufst ,sell
vorsprung ,head Start
zahlst ,pay
verkäufer ,Seller
zukommen ,get
abdrücke ,footprints
kurve ,Curve
kämpfst ,fight
les ,les
verziehen ,warp
invasion ,invasion
pissen ,piss
klarer ,clear
herrschen ,to rule
prince ,prince
zylonen ,Cylons
donnie ,donnie
giles ,giles
outfit ,outfit
prinzipien ,principle
rühr ,stir
entzückend ,lovely
reinen ,pure
drecksack ,dirty bastard
frischen ,fresh
corabeth ,corabeth
höhepunkt ,Climax
elsa ,elsa
geduldig ,patiently
rio ,rio
pest ,pest
wenigsten ,least
beschwert ,complains
natürliche ,natural
erzeugen ,produce
fürchterlich ,terribly
veröffentlichen ,publish
tvuser.de ,tvuser.de
wunderbares ,wonderful
isaac ,isaac
unglücklicherweise ,Unfortunately
ratschläge ,advices
erstickt ,muffled
vagina ,vagina
scharfe ,sharp
nutten ,housewives
äpfel ,apples
zoll ,inch
region ,region
zuliebe ,sake
riefen ,cried
wachmann ,security guard
gipfel ,summit
geübt ,practiced
d.j. ,D.J.
jammer ,misery
lädt ,invites
galerie ,gallery
enkelin ,granddaughter
mönch ,monk
tinte ,ink
journalist ,journalist
glückspilz ,lucky one
platzen ,burst
ego ,ego
reinste ,purest
news ,news
aspirin ,aspirin
right,right
